date,region,store,category,promo,units
2024-11-18,Hawalli,Salmiya,Beverages,1,229
2024-11-25,Hawalli,Salmiya,Beverages,0,195
2024-12-02,Hawalli,Salmiya,Beverages,0,190
2024-12-09,Hawalli,Salmiya,Beverages,0,211
2024-12-16,Hawalli,Salmiya,Beverages,1,271
2024-12-23,Hawalli,Salmiya,Beverages,0,188
2024-12-30,Hawalli,Salmiya,Beverages,0,165
2025-01-06,Hawalli,Salmiya,Beverages,1,249
2025-01-13,Hawalli,Salmiya,Beverages,0,182
2025-01-20,Hawalli,Salmiya,Beverages,0,220
2025-01-27,Hawalli,Salmiya,Beverages,0,206
2025-02-03,Hawalli,Salmiya,Beverages,1,263
2025-02-10,Hawalli,Salmiya,Beverages,0,230
2025-02-17,Hawalli,Salmiya,Beverages,0,204
2025-02-24,Hawalli,Salmiya,Beverages,0,219
2025-03-03,Hawalli,Salmiya,Beverages,0,282
2025-03-10,Hawalli,Salmiya,Beverages,0,344
2025-03-17,Hawalli,Salmiya,Beverages,0,311
2025-03-24,Hawalli,Salmiya,Beverages,0,382
2025-03-31,Hawalli,Salmiya,Beverages,1,470
2025-04-07,Hawalli,Salmiya,Beverages,0,250
2025-04-14,Hawalli,Salmiya,Beverages,0,233
2025-04-21,Hawalli,Salmiya,Beverages,0,229
2025-04-28,Hawalli,Salmiya,Beverages,0,222
2025-05-05,Hawalli,Salmiya,Beverages,0,212
2025-05-12,Hawalli,Salmiya,Beverages,0,250
2025-05-19,Hawalli,Salmiya,Beverages,0,215
2025-05-26,Hawalli,Salmiya,Beverages,0,238
2025-06-02,Hawalli,Salmiya,Beverages,0,222
2025-06-09,Hawalli,Salmiya,Beverages,0,210
2025-06-16,Hawalli,Salmiya,Beverages,0,181
2025-06-23,Hawalli,Salmiya,Beverages,0,220
2025-06-30,Hawalli,Salmiya,Beverages,0,211
2025-07-07,Hawalli,Salmiya,Beverages,1,268
2025-07-14,Hawalli,Salmiya,Beverages,0,211
2025-07-21,Hawalli,Salmiya,Beverages,1,285
2025-07-28,Hawalli,Salmiya,Beverages,0,205
2025-08-04,Hawalli,Salmiya,Beverages,0,161
2025-08-11,Hawalli,Salmiya,Beverages,1,217
2025-08-18,Hawalli,Salmiya,Beverages,0,199
2025-08-25,Hawalli,Salmiya,Beverages,0,188
2025-09-01,Hawalli,Salmiya,Beverages,1,219
2025-09-08,Hawalli,Salmiya,Beverages,0,166
2025-09-15,Hawalli,Salmiya,Beverages,1,204
2025-09-22,Hawalli,Salmiya,Beverages,1,253
2025-09-29,Hawalli,Salmiya,Beverages,0,151
2025-10-06,Hawalli,Salmiya,Beverages,1,241
2025-10-13,Hawalli,Salmiya,Beverages,1,226
2025-10-20,Hawalli,Salmiya,Beverages,0,164
2025-10-27,Hawalli,Salmiya,Beverages,0,159
2025-11-03,Hawalli,Salmiya,Beverages,0,199
2025-11-10,Hawalli,Salmiya,Beverages,0,191
2025-11-17,Hawalli,Salmiya,Beverages,0,211
2025-11-24,Hawalli,Salmiya,Beverages,1,273
2025-12-01,Hawalli,Salmiya,Beverages,0,181
2025-12-08,Hawalli,Salmiya,Beverages,0,197
2025-12-15,Hawalli,Salmiya,Beverages,0,177
2025-12-22,Hawalli,Salmiya,Beverages,0,240
2024-01-01,Hawalli,Salmiya,Snacks,0,88
2024-01-08,Hawalli,Salmiya,Snacks,0,81
2024-01-15,Hawalli,Salmiya,Snacks,0,90
2024-01-22,Hawalli,Salmiya,Snacks,0,82
2024-01-29,Hawalli,Salmiya,Snacks,0,90
2024-02-05,Hawalli,Salmiya,Snacks,0,98
2024-02-12,Hawalli,Salmiya,Snacks,1,137
2024-02-19,Hawalli,Salmiya,Snacks,0,96
2024-02-26,Hawalli,Salmiya,Snacks,1,128
2024-03-04,Hawalli,Salmiya,Snacks,0,98
2024-03-11,Hawalli,Salmiya,Snacks,0,157
2024-03-18,Hawalli,Salmiya,Snacks,0,127
2024-03-25,Hawalli,Salmiya,Snacks,0,145
2024-04-01,Hawalli,Salmiya,Snacks,0,145
2024-04-08,Hawalli,Salmiya,Snacks,0,112
2024-04-15,Hawalli,Salmiya,Snacks,1,121
2024-04-22,Hawalli,Salmiya,Snacks,0,113
2024-04-29,Hawalli,Salmiya,Snacks,0,111
2024-05-06,Hawalli,Salmiya,Snacks,0,112
2024-05-13,Hawalli,Salmiya,Snacks,0,93
2024-05-20,Hawalli,Salmiya,Snacks,0,93
2024-05-27,Hawalli,Salmiya,Snacks,0,99
2024-06-03,Hawalli,Salmiya,Snacks,0,91
2024-06-10,Hawalli,Salmiya,Snacks,0,90
2024-06-17,Hawalli,Salmiya,Snacks,0,93
2024-06-24,Hawalli,Salmiya,Snacks,0,92
2024-07-01,Hawalli,Salmiya,Snacks,0,90
2024-07-08,Hawalli,Salmiya,Snacks,0,84
2024-07-15,Hawalli,Salmiya,Snacks,0,79
2024-07-22,Hawalli,Salmiya,Snacks,0,75
2024-07-29,Hawalli,Salmiya,Snacks,0,79
2024-08-05,Hawalli,Salmiya,Snacks,0,76
2024-08-12,Hawalli,Salmiya,Snacks,1,97
2024-08-19,Hawalli,Salmiya,Snacks,0,80
2024-08-26,Hawalli,Salmiya,Snacks,0,69
2024-09-02,Hawalli,Salmiya,Snacks,0,83
2024-09-09,Hawalli,Salmiya,Snacks,0,69
2024-09-16,Hawalli,Salmiya,Snacks,0,78
2024-09-23,Hawalli,Salmiya,Snacks,0,68
2024-09-30,Hawalli,Salmiya,Snacks,0,73
2024-10-07,Hawalli,Salmiya,Snacks,0,70
2024-10-14,Hawalli,Salmiya,Snacks,0,63
2024-10-21,Hawalli,Salmiya,Snacks,0,75
2024-10-28,Hawalli,Salmiya,Snacks,0,65
2024-11-04,Hawalli,Salmiya,Snacks,0,72
2024-11-11,Hawalli,Salmiya,Snacks,0,82
2024-11-18,Hawalli,Salmiya,Snacks,0,98
2024-11-25,Hawalli,Salmiya,Snacks,0,76
2024-12-02,Hawalli,Salmiya,Snacks,0,57
2024-12-09,Hawalli,Salmiya,Snacks,0,83
2024-12-16,Hawalli,Salmiya,Snacks,0,92
2024-12-23,Hawalli,Salmiya,Snacks,0,92
2024-12-30,Hawalli,Salmiya,Snacks,0,105
2025-01-06,Hawalli,Salmiya,Snacks,0,91
2025-01-13,Hawalli,Salmiya,Snacks,0,112
2025-01-20,Hawalli,Salmiya,Snacks,0,107
2025-01-27,Hawalli,Salmiya,Snacks,0,104
2025-02-03,Hawalli,Salmiya,Snacks,0,106
2025-02-10,Hawalli,Salmiya,Snacks,0,112
2025-02-17,Hawalli,Salmiya,Snacks,0,118
2025-02-24,Hawalli,Salmiya,Snacks,0,108
2025-03-03,Hawalli,Salmiya,Snacks,1,141
2025-03-10,Hawalli,Salmiya,Snacks,0,161
2025-03-17,Hawalli,Salmiya,Snacks,0,161
2025-03-24,Hawalli,Salmiya,Snacks,1,235
2025-03-31,Hawalli,Salmiya,Snacks,0,178
2025-04-07,Hawalli,Salmiya,Snacks,1,128
2025-04-14,Hawalli,Salmiya,Snacks,0,110
2025-04-21,Hawalli,Salmiya,Snacks,0,103
2025-04-28,Hawalli,Salmiya,Snacks,0,112
2025-05-05,Hawalli,Salmiya,Snacks,0,109
2025-05-12,Hawalli,Salmiya,Snacks,0,104
2025-05-19,Hawalli,Salmiya,Snacks,0,116
2025-05-26,Hawalli,Salmiya,Snacks,0,104
2025-06-02,Hawalli,Salmiya,Snacks,1,140
2025-06-09,Hawalli,Salmiya,Snacks,0,102
2025-06-16,Hawalli,Salmiya,Snacks,0,107
2025-06-23,Hawalli,Salmiya,Snacks,1,136
2025-06-30,Hawalli,Salmiya,Snacks,0,95
2025-07-07,Hawalli,Salmiya,Snacks,1,128
2025-07-14,Hawalli,Salmiya,Snacks,0,94
2025-07-21,Hawalli,Salmiya,Snacks,0,101
2025-07-28,Hawalli,Salmiya,Snacks,0,82
2025-08-04,Hawalli,Salmiya,Snacks,0,87
2025-08-11,Hawalli,Salmiya,Snacks,1,109
2025-08-18,Hawalli,Salmiya,Snacks,0,81
2025-08-25,Hawalli,Salmiya,Snacks,0,95
2025-09-01,Hawalli,Salmiya,Snacks,0,82
2025-09-08,Hawalli,Salmiya,Snacks,0,86
2025-09-15,Hawalli,Salmiya,Snacks,0,86
2025-09-22,Hawalli,Salmiya,Snacks,0,80
2025-09-29,Hawalli,Salmiya,Snacks,0,80
2025-10-06,Hawalli,Salmiya,Snacks,0,73
2025-10-13,Hawalli,Salmiya,Snacks,0,74
2025-10-20,Hawalli,Salmiya,Snacks,0,80
2025-10-27,Hawalli,Salmiya,Snacks,0,69
2025-11-03,Hawalli,Salmiya,Snacks,0,89
2025-11-10,Hawalli,Salmiya,Snacks,1,126
2025-11-17,Hawalli,Salmiya,Snacks,0,77
2025-11-24,Hawalli,Salmiya,Snacks,0,92
2025-12-01,Hawalli,Salmiya,Snacks,0,99
2025-12-08,Hawalli,Salmiya,Snacks,0,89
2025-12-15,Hawalli,Salmiya,Snacks,0,90
2025-12-22,Hawalli,Salmiya,Snacks,0,86
2024-01-01,Hawalli,Jabriya,Dairy,0,148
2024-01-08,Hawalli,Jabriya,Dairy,1,165
2024-01-15,Hawalli,Jabriya,Dairy,0,150
2024-01-22,Hawalli,Jabriya,Dairy,0,153
2024-01-29,Hawalli,Jabriya,Dairy,1,214
2024-02-05,Hawalli,Jabriya,Dairy,0,170
2024-02-12,Hawalli,Jabriya,Dairy,0,166
2024-02-19,Hawalli,Jabriya,Dairy,0,183
2024-02-26,Hawalli,Jabriya,Dairy,0,187
2024-03-04,Hawalli,Jabriya,Dairy,0,182
2024-03-11,Hawalli,Jabriya,Dairy,0,291
2024-03-18,Hawalli,Jabriya,Dairy,0,278
2024-03-25,Hawalli,Jabriya,Dairy,0,273
2024-04-01,Hawalli,Jabriya,Dairy,0,271
2024-04-08,Hawalli,Jabriya,Dairy,0,210
2024-04-15,Hawalli,Jabriya,Dairy,0,167
2024-04-22,Hawalli,Jabriya,Dairy,1,223
2024-04-29,Hawalli,Jabriya,Dairy,0,193
2024-05-06,Hawalli,Jabriya,Dairy,0,192
2024-05-13,Hawalli,Jabriya,Dairy,0,212
2024-05-20,Hawalli,Jabriya,Dairy,0,142
2024-05-27,Hawalli,Jabriya,Dairy,0,170
2024-06-03,Hawalli,Jabriya,Dairy,1,181
2024-06-10,Hawalli,Jabriya,Dairy,0,194
2024-06-17,Hawalli,Jabriya,Dairy,0,183
2024-06-24,Hawalli,Jabriya,Dairy,1,254
2024-07-01,Hawalli,Jabriya,Dairy,0,155
2024-07-08,Hawalli,Jabriya,Dairy,0,161
2024-07-15,Hawalli,Jabriya,Dairy,0,160
2024-07-22,Hawalli,Jabriya,Dairy,0,123
2024-07-29,Hawalli,Jabriya,Dairy,0,138
2024-08-05,Hawalli,Jabriya,Dairy,0,144
2024-08-12,Hawalli,Jabriya,Dairy,0,120
2024-08-19,Hawalli,Jabriya,Dairy,0,127
2024-08-26,Hawalli,Jabriya,Dairy,0,144
2024-09-02,Hawalli,Jabriya,Dairy,0,135
2024-09-09,Hawalli,Jabriya,Dairy,1,150
2024-09-16,Hawalli,Jabriya,Dairy,0,116
2024-09-23,Hawalli,Jabriya,Dairy,0,131
2024-09-30,Hawalli,Jabriya,Dairy,0,111
2024-10-07,Hawalli,Jabriya,Dairy,0,118
2024-10-14,Hawalli,Jabriya,Dairy,1,164
2024-10-21,Hawalli,Jabriya,Dairy,0,140
2024-10-28,Hawalli,Jabriya,Dairy,0,124
2024-11-04,Hawalli,Jabriya,Dairy,1,169
2024-11-11,Hawalli,Jabriya,Dairy,0,138
2024-11-18,Hawalli,Jabriya,Dairy,0,135
2024-11-25,Hawalli,Jabriya,Dairy,0,141
2024-12-02,Hawalli,Jabriya,Dairy,0,168
2024-12-09,Hawalli,Jabriya,Dairy,0,174
2024-12-16,Hawalli,Jabriya,Dairy,0,162
2024-12-23,Hawalli,Jabriya,Dairy,1,215
2024-12-30,Hawalli,Jabriya,Dairy,0,170
2025-01-06,Hawalli,Jabriya,Dairy,0,191
2025-01-13,Hawalli,Jabriya,Dairy,0,171
2025-01-20,Hawalli,Jabriya,Dairy,0,196
2025-01-27,Hawalli,Jabriya,Dairy,0,198
2025-02-03,Hawalli,Jabriya,Dairy,0,217
2025-02-10,Hawalli,Jabriya,Dairy,1,272
2025-02-17,Hawalli,Jabriya,Dairy,0,190
2025-02-24,Hawalli,Jabriya,Dairy,0,206
2025-03-03,Hawalli,Jabriya,Dairy,0,209
2025-03-10,Hawalli,Jabriya,Dairy,0,274
2025-03-17,Hawalli,Jabriya,Dairy,1,374
2025-03-24,Hawalli,Jabriya,Dairy,0,270
2025-03-31,Hawalli,Jabriya,Dairy,0,260
2025-04-07,Hawalli,Jabriya,Dairy,0,219
2025-04-14,Hawalli,Jabriya,Dairy,0,185
2025-04-21,Hawalli,Jabriya,Dairy,1,272
2025-04-28,Hawalli,Jabriya,Dairy,0,193
2025-05-05,Hawalli,Jabriya,Dairy,0,222
2025-05-12,Hawalli,Jabriya,Dairy,0,207
2025-05-19,Hawalli,Jabriya,Dairy,0,205
2025-05-26,Hawalli,Jabriya,Dairy,1,272
2025-06-02,Hawalli,Jabriya,Dairy,0,193
2025-06-09,Hawalli,Jabriya,Dairy,0,169
2025-06-16,Hawalli,Jabriya,Dairy,0,184
2025-06-23,Hawalli,Jabriya,Dairy,0,185
2025-06-30,Hawalli,Jabriya,Dairy,0,174
2025-07-07,Hawalli,Jabriya,Dairy,0,175
2025-07-14,Hawalli,Jabriya,Dairy,0,148
2025-07-21,Hawalli,Jabriya,Dairy,1,215
2025-07-28,Hawalli,Jabriya,Dairy,1,245
2025-08-04,Hawalli,Jabriya,Dairy,1,185
2025-08-11,Hawalli,Jabriya,Dairy,0,139
2025-08-18,Hawalli,Jabriya,Dairy,1,237
2025-08-25,Hawalli,Jabriya,Dairy,0,155
2025-09-01,Hawalli,Jabriya,Dairy,0,166
2025-09-08,Hawalli,Jabriya,Dairy,0,157
2025-09-15,Hawalli,Jabriya,Dairy,0,123
2025-09-22,Hawalli,Jabriya,Dairy,0,158
2025-09-29,Hawalli,Jabriya,Dairy,0,142
2025-10-06,Hawalli,Jabriya,Dairy,0,131
2025-10-13,Hawalli,Jabriya,Dairy,0,150
2025-10-20,Hawalli,Jabriya,Dairy,0,148
2025-10-27,Hawalli,Jabriya,Dairy,0,152
2025-11-03,Hawalli,Jabriya,Dairy,0,132
2025-11-10,Hawalli,Jabriya,Dairy,0,181
2025-11-17,Hawalli,Jabriya,Dairy,0,153
2025-11-24,Hawalli,Jabriya,Dairy,0,173
2025-12-01,Hawalli,Jabriya,Dairy,0,140
2025-12-08,Hawalli,Jabriya,Dairy,0,150
2025-12-15,Hawalli,Jabriya,Dairy,1,236
2025-12-22,Hawalli,Jabriya,Dairy,0,191
2024-01-01,Hawalli,Jabriya,Bakery,0,105
2024-01-08,Hawalli,Jabriya,Bakery,0,123
2024-01-15,Hawalli,Jabriya,Bakery,0,111
2024-01-22,Hawalli,Jabriya,Bakery,0,116
2024-01-29,Hawalli,Jabriya,Bakery,0,117
2024-02-05,Hawalli,Jabriya,Bakery,1,150
2024-02-12,Hawalli,Jabriya,Bakery,0,114
2024-02-19,Hawalli,Jabriya,Bakery,1,173
2024-02-26,Hawalli,Jabriya,Bakery,0,147
2024-03-04,Hawalli,Jabriya,Bakery,0,144
2024-03-11,Hawalli,Jabriya,Bakery,0,241
2024-03-18,Hawalli,Jabriya,Bakery,0,198
2024-03-25,Hawalli,Jabriya,Bakery,0,210
2024-04-01,Hawalli,Jabriya,Bakery,0,189
2024-04-08,Hawalli,Jabriya,Bakery,0,141
2024-04-15,Hawalli,Jabriya,Bakery,0,152
2024-04-22,Hawalli,Jabriya,Bakery,0,143
2024-04-29,Hawalli,Jabriya,Bakery,0,128
2024-05-06,Hawalli,Jabriya,Bakery,0,125
2024-05-13,Hawalli,Jabriya,Bakery,0,129
2024-05-20,Hawalli,Jabriya,Bakery,0,121
2024-05-27,Hawalli,Jabriya,Bakery,0,117
2024-06-03,Hawalli,Jabriya,Bakery,0,131
2024-06-10,Hawalli,Jabriya,Bakery,0,112
2024-06-17,Hawalli,Jabriya,Bakery,0,115
2024-06-24,Hawalli,Jabriya,Bakery,0,125
2024-07-01,Hawalli,Jabriya,Bakery,0,99
2024-07-08,Hawalli,Jabriya,Bakery,0,121
2024-07-15,Hawalli,Jabriya,Bakery,1,133
2024-07-22,Hawalli,Jabriya,Bakery,0,96
2024-07-29,Hawalli,Jabriya,Bakery,1,135
2024-08-05,Hawalli,Jabriya,Bakery,0,100
2024-08-12,Hawalli,Jabriya,Bakery,0,99
2024-08-19,Hawalli,Jabriya,Bakery,0,112
2024-08-26,Hawalli,Jabriya,Bakery,0,99
2024-09-02,Hawalli,Jabriya,Bakery,1,108
2024-09-09,Hawalli,Jabriya,Bakery,0,92
2024-09-16,Hawalli,Jabriya,Bakery,0,98
2024-09-23,Hawalli,Jabriya,Bakery,0,97
2024-09-30,Hawalli,Jabriya,Bakery,0,86
2024-10-07,Hawalli,Jabriya,Bakery,1,118
2024-10-14,Hawalli,Jabriya,Bakery,0,90
2024-10-21,Hawalli,Jabriya,Bakery,0,86
2024-10-28,Hawalli,Jabriya,Bakery,0,98
2024-11-04,Hawalli,Jabriya,Bakery,0,94
2024-11-11,Hawalli,Jabriya,Bakery,0,101
2024-11-18,Hawalli,Jabriya,Bakery,0,106
2024-11-25,Hawalli,Jabriya,Bakery,1,132
2024-12-02,Hawalli,Jabriya,Bakery,1,162
2024-12-09,Hawalli,Jabriya,Bakery,0,106
2024-12-16,Hawalli,Jabriya,Bakery,0,119
2024-12-23,Hawalli,Jabriya,Bakery,1,154
2024-12-30,Hawalli,Jabriya,Bakery,0,125
2025-01-06,Hawalli,Jabriya,Bakery,0,143
2025-01-13,Hawalli,Jabriya,Bakery,0,119
2025-01-20,Hawalli,Jabriya,Bakery,0,144
2025-01-27,Hawalli,Jabriya,Bakery,0,125
2025-02-03,Hawalli,Jabriya,Bakery,0,148
2025-02-10,Hawalli,Jabriya,Bakery,1,167
2025-02-17,Hawalli,Jabriya,Bakery,0,143
2025-02-24,Hawalli,Jabriya,Bakery,0,140
2025-03-03,Hawalli,Jabriya,Bakery,0,145
2025-03-10,Hawalli,Jabriya,Bakery,1,311
2025-03-17,Hawalli,Jabriya,Bakery,0,244
2025-03-24,Hawalli,Jabriya,Bakery,0,224
2025-03-31,Hawalli,Jabriya,Bakery,0,213
2025-04-07,Hawalli,Jabriya,Bakery,1,218
2025-04-14,Hawalli,Jabriya,Bakery,0,140
2025-04-21,Hawalli,Jabriya,Bakery,0,135
2025-04-28,Hawalli,Jabriya,Bakery,0,152
2025-05-05,Hawalli,Jabriya,Bakery,0,150
2025-05-12,Hawalli,Jabriya,Bakery,1,198
2025-05-19,Hawalli,Jabriya,Bakery,0,148
2025-05-26,Hawalli,Jabriya,Bakery,1,236
2025-06-02,Hawalli,Jabriya,Bakery,0,133
2025-06-09,Hawalli,Jabriya,Bakery,0,135
2025-06-16,Hawalli,Jabriya,Bakery,0,128
2025-06-23,Hawalli,Jabriya,Bakery,0,145
2025-06-30,Hawalli,Jabriya,Bakery,0,122
2025-07-07,Hawalli,Jabriya,Bakery,1,149
2025-07-14,Hawalli,Jabriya,Bakery,0,122
2025-07-21,Hawalli,Jabriya,Bakery,0,115
2025-07-28,Hawalli,Jabriya,Bakery,1,158
2025-08-04,Hawalli,Jabriya,Bakery,0,95
2025-08-11,Hawalli,Jabriya,Bakery,0,121
2025-08-18,Hawalli,Jabriya,Bakery,0,113
2025-08-25,Hawalli,Jabriya,Bakery,1,136
2025-09-01,Hawalli,Jabriya,Bakery,0,101
2025-09-08,Hawalli,Jabriya,Bakery,0,109
2025-09-15,Hawalli,Jabriya,Bakery,1,133
2025-09-22,Hawalli,Jabriya,Bakery,1,140
2025-09-29,Hawalli,Jabriya,Bakery,0,121
2025-10-06,Hawalli,Jabriya,Bakery,0,105
2025-10-13,Hawalli,Jabriya,Bakery,0,116
2025-10-20,Hawalli,Jabriya,Bakery,0,112
2025-10-27,Hawalli,Jabriya,Bakery,0,103
2025-11-03,Hawalli,Jabriya,Bakery,0,123
2025-11-10,Hawalli,Jabriya,Bakery,0,120
2025-11-17,Hawalli,Jabriya,Bakery,1,138
2025-11-24,Hawalli,Jabriya,Bakery,0,122
2025-12-01,Hawalli,Jabriya,Bakery,1,185
2025-12-08,Hawalli,Jabriya,Bakery,1,177
2025-12-15,Hawalli,Jabriya,Bakery,0,138
2025-12-22,Hawalli,Jabriya,Bakery,0,128
2024-01-01,Hawalli,Jabriya,Beverages,1,241
2024-01-08,Hawalli,Jabriya,Beverages,0,199
2024-01-15,Hawalli,Jabriya,Beverages,0,184
2024-01-22,Hawalli,Jabriya,Beverages,1,223
2024-01-29,Hawalli,Jabriya,Beverages,0,236
2024-02-05,Hawalli,Jabriya,Beverages,0,199
2024-02-12,Hawalli,Jabriya,Beverages,0,184
2024-02-19,Hawalli,Jabriya,Beverages,0,169
2024-02-26,Hawalli,Jabriya,Beverages,0,255
2024-03-04,Hawalli,Jabriya,Beverages,0,223
2024-03-11,Hawalli,Jabriya,Beverages,0,306
2024-03-18,Hawalli,Jabriya,Beverages,0,302
2024-03-25,Hawalli,Jabriya,Beverages,0,368
2024-04-01,Hawalli,Jabriya,Beverages,0,328
2024-04-08,Hawalli,Jabriya,Beverages,1,268
2024-04-15,Hawalli,Jabriya,Beverages,1,313
2024-04-22,Hawalli,Jabriya,Beverages,1,301
2024-04-29,Hawalli,Jabriya,Beverages,0,217
2024-05-06,Hawalli,Jabriya,Beverages,0,214
2024-05-13,Hawalli,Jabriya,Beverages,0,212
2024-05-20,Hawalli,Jabriya,Beverages,1,289
2024-05-27,Hawalli,Jabriya,Beverages,0,209
2024-06-03,Hawalli,Jabriya,Beverages,0,193
2024-06-10,Hawalli,Jabriya,Beverages,0,229
2024-06-17,Hawalli,Jabriya,Beverages,0,231
2024-06-24,Hawalli,Jabriya,Beverages,0,198
2024-07-01,Hawalli,Jabriya,Beverages,0,197
2024-07-08,Hawalli,Jabriya,Beverages,0,209
2024-07-15,Hawalli,Jabriya,Beverages,0,176
2024-07-22,Hawalli,Jabriya,Beverages,0,188
2024-07-29,Hawalli,Jabriya,Beverages,0,197
2024-08-05,Hawalli,Jabriya,Beverages,0,170
2024-08-12,Hawalli,Jabriya,Beverages,0,140
2024-08-19,Hawalli,Jabriya,Beverages,0,149
2024-08-26,Hawalli,Jabriya,Beverages,1,199
2024-09-02,Hawalli,Jabriya,Beverages,0,161
2024-09-09,Hawalli,Jabriya,Beverages,0,136
2024-09-16,Hawalli,Jabriya,Beverages,0,137
2024-09-23,Hawalli,Jabriya,Beverages,1,212
2024-09-30,Hawalli,Jabriya,Beverages,0,187
2024-10-07,Hawalli,Jabriya,Beverages,0,167
2024-10-14,Hawalli,Jabriya,Beverages,0,157
2024-10-21,Hawalli,Jabriya,Beverages,0,178
2024-10-28,Hawalli,Jabriya,Beverages,0,180
2024-11-04,Hawalli,Jabriya,Beverages,0,182
2024-11-11,Hawalli,Jabriya,Beverages,0,152
2024-11-18,Hawalli,Jabriya,Beverages,0,204
2024-11-25,Hawalli,Jabriya,Beverages,0,157
2024-12-02,Hawalli,Jabriya,Beverages,0,179
2024-12-09,Hawalli,Jabriya,Beverages,0,151
2024-12-16,Hawalli,Jabriya,Beverages,0,201
2024-12-23,Hawalli,Jabriya,Beverages,0,197
2024-12-30,Hawalli,Jabriya,Beverages,0,219
2025-01-06,Hawalli,Jabriya,Beverages,0,208
2025-01-13,Hawalli,Jabriya,Beverages,0,195
2025-01-20,Hawalli,Jabriya,Beverages,0,223
2025-01-27,Hawalli,Jabriya,Beverages,0,201
2025-02-03,Hawalli,Jabriya,Beverages,0,279
2025-02-10,Hawalli,Jabriya,Beverages,0,204
2025-02-17,Hawalli,Jabriya,Beverages,0,258
2025-02-24,Hawalli,Jabriya,Beverages,0,224
2025-03-03,Hawalli,Jabriya,Beverages,1,305
2025-03-10,Hawalli,Jabriya,Beverages,0,350
2025-03-17,Hawalli,Jabriya,Beverages,1,517
2025-03-24,Hawalli,Jabriya,Beverages,0,375
2025-03-31,Hawalli,Jabriya,Beverages,0,380
2025-04-07,Hawalli,Jabriya,Beverages,0,227
2025-04-14,Hawalli,Jabriya,Beverages,0,278
2025-04-21,Hawalli,Jabriya,Beverages,0,251
2025-04-28,Hawalli,Jabriya,Beverages,0,245
2025-05-05,Hawalli,Jabriya,Beverages,0,286
2025-05-12,Hawalli,Jabriya,Beverages,0,271
2025-05-19,Hawalli,Jabriya,Beverages,0,248
2025-05-26,Hawalli,Jabriya,Beverages,0,259
2025-06-02,Hawalli,Jabriya,Beverages,0,213
2025-06-09,Hawalli,Jabriya,Beverages,0,230
2025-06-16,Hawalli,Jabriya,Beverages,0,232
2025-06-23,Hawalli,Jabriya,Beverages,0,215
2025-06-30,Hawalli,Jabriya,Beverages,1,267
2025-07-07,Hawalli,Jabriya,Beverages,1,273
2025-07-14,Hawalli,Jabriya,Beverages,0,186
2025-07-21,Hawalli,Jabriya,Beverages,0,200
2025-07-28,Hawalli,Jabriya,Beverages,0,217
2025-08-04,Hawalli,Jabriya,Beverages,0,202
2025-08-11,Hawalli,Jabriya,Beverages,1,251
2025-08-18,Hawalli,Jabriya,Beverages,0,175
2025-08-25,Hawalli,Jabriya,Beverages,0,215
2025-09-01,Hawalli,Jabriya,Beverages,1,234
2025-09-08,Hawalli,Jabriya,Beverages,0,160
2025-09-15,Hawalli,Jabriya,Beverages,0,209
2025-09-22,Hawalli,Jabriya,Beverages,0,207
2025-09-29,Hawalli,Jabriya,Beverages,0,176
2025-10-06,Hawalli,Jabriya,Beverages,0,185
2025-10-13,Hawalli,Jabriya,Beverages,0,183
2025-10-20,Hawalli,Jabriya,Beverages,0,181
2025-10-27,Hawalli,Jabriya,Beverages,0,195
2025-11-03,Hawalli,Jabriya,Beverages,0,174
2025-11-10,Hawalli,Jabriya,Beverages,1,232
2025-11-17,Hawalli,Jabriya,Beverages,1,230
2025-11-24,Hawalli,Jabriya,Beverages,0,206
2025-12-01,Hawalli,Jabriya,Beverages,1,266
2025-12-08,Hawalli,Jabriya,Beverages,0,209
2025-12-15,Hawalli,Jabriya,Beverages,0,236
2025-12-22,Hawalli,Jabriya,Beverages,0,213
2024-01-01,Hawalli,Jabriya,Snacks,0,86
2024-01-08,Hawalli,Jabriya,Snacks,0,93
2024-01-15,Hawalli,Jabriya,Snacks,0,108
2024-01-22,Hawalli,Jabriya,Snacks,0,111
2024-01-29,Hawalli,Jabriya,Snacks,0,103
2024-02-05,Hawalli,Jabriya,Snacks,0,100
2024-02-12,Hawalli,Jabriya,Snacks,0,107
2024-02-19,Hawalli,Jabriya,Snacks,0,92
2024-02-26,Hawalli,Jabriya,Snacks,0,111
2024-03-04,Hawalli,Jabriya,Snacks,0,116
2024-03-11,Hawalli,Jabriya,Snacks,0,155
2024-03-18,Hawalli,Jabriya,Snacks,0,137
2024-03-25,Hawalli,Jabriya,Snacks,0,168
2024-04-01,Hawalli,Jabriya,Snacks,1,198
2024-04-08,Hawalli,Jabriya,Snacks,0,109
2024-04-15,Hawalli,Jabriya,Snacks,1,133
2024-04-22,Hawalli,Jabriya,Snacks,1,144
2024-04-29,Hawalli,Jabriya,Snacks,0,95
2024-05-06,Hawalli,Jabriya,Snacks,0,104
2024-05-13,Hawalli,Jabriya,Snacks,0,112
2024-05-20,Hawalli,Jabriya,Snacks,0,102
2024-05-27,Hawalli,Jabriya,Snacks,0,100
2024-06-03,Hawalli,Jabriya,Snacks,0,112
2024-06-10,Hawalli,Jabriya,Snacks,0,120
2024-06-17,Hawalli,Jabriya,Snacks,0,95
